score,next_action,name,chain,entity_type,address,category,liquidity_usd,tvl_usd,volume24h_usd,fdv_usd,price_change_24h_pct,verified_source,deployer_address,funding_cluster_id,source,url,reasons
108,recon_bravo_then_corecritical,0xaa390a37006e22b5775a34f2147f81ebd6a63641,ethereum,unknown_protocol,0xaa390a37006e22b5775a34f2147f81ebd6a63641,fresh contract,0.0,19564452306.838337,0.0,0.0,0.0,,,,explorer_snapshot,,value_at_risk>=10000000:19564452307;chain_weight:ethereum:5;unknown_protocol:10;unfamiliar_contract:12;unknown_verification_status:8;hidden_high_value_contract:18;balance_spike:20
108,recon_bravo_then_corecritical,0x7ff1f30f6e7eec2ff3f0d1b60739115bdf88190f,ethereum,unknown_protocol,0x7ff1f30f6e7eec2ff3f0d1b60739115bdf88190f,fresh contract,0.0,21556952427.715645,0.0,0.0,0.0,,,,explorer_snapshot,,value_at_risk>=10000000:21556952428;chain_weight:ethereum:5;unknown_protocol:10;unfamiliar_contract:12;unknown_verification_status:8;hidden_high_value_contract:18;balance_spike:20
108,recon_bravo_then_corecritical,0xc2eab7d33d3cb97692ecb231a5d0e4a649cb539d,ethereum,unknown_protocol,0xc2eab7d33d3cb97692ecb231a5d0e4a649cb539d,fresh contract,0.0,6900338449.968032,0.0,0.0,0.0,,,,explorer_snapshot,,value_at_risk>=10000000:6900338450;chain_weight:ethereum:5;unknown_protocol:10;unfamiliar_contract:12;unknown_verification_status:8;hidden_high_value_contract:18;balance_spike:20
108,recon_bravo_then_corecritical,0x99cd4ec3f88a45940936f469e4bb72a2a701eeb9,ethereum,unknown_protocol,0x99cd4ec3f88a45940936f469e4bb72a2a701eeb9,fresh contract,0.0,18107795558.720806,0.0,0.0,0.0,,,,explorer_snapshot,,value_at_risk>=10000000:18107795559;chain_weight:ethereum:5;unknown_protocol:10;unfamiliar_contract:12;unknown_verification_status:8;hidden_high_value_contract:18;balance_spike:20
98,recon_bravo_then_corecritical,0x303d72b77efe73e07aacb9dbe58e794c3df48625,ethereum,unknown_protocol,0x303d72b77efe73e07aacb9dbe58e794c3df48625,fresh contract,0.0,8076774.407690081,0.0,0.0,0.0,,,,explorer_snapshot,,value_at_risk>=1000000:8076774;chain_weight:ethereum:5;unknown_protocol:10;unfamiliar_contract:12;unknown_verification_status:8;hidden_high_value_contract:18;balance_spike:20
98,recon_bravo_then_corecritical,0xc7bbec68d12a0d1830360f8ec58fa599ba1b0e9b,ethereum,unknown_protocol,0xc7bbec68d12a0d1830360f8ec58fa599ba1b0e9b,fresh contract,0.0,4859933.532162411,0.0,0.0,0.0,,,,explorer_snapshot,,value_at_risk>=1000000:4859934;chain_weight:ethereum:5;unknown_protocol:10;unfamiliar_contract:12;unknown_verification_status:8;hidden_high_value_contract:18;balance_spike:20
94,recon_bravo_then_corecritical,0x278d858f05b94576c1e6f73285886876ff6ef8d2,bsc,unknown_protocol,0x278d858f05b94576c1e6f73285886876ff6ef8d2,fresh contract,0.0,766590.0879366619,0.0,0.0,0.0,,,,explorer_snapshot,,value_at_risk>=250000:766590;chain_weight:bsc:10;unknown_protocol:10;unfamiliar_contract:12;unknown_verification_status:8;hidden_high_value_contract:18;balance_spike:20
94,recon_bravo_then_corecritical,0x519d281627c9f25636a041416707e6f1f4cf945f,bsc,unknown_protocol,0x519d281627c9f25636a041416707e6f1f4cf945f,fresh contract,0.0,500567.34524771955,0.0,0.0,0.0,,,,explorer_snapshot,,value_at_risk>=250000:500567;chain_weight:bsc:10;unknown_protocol:10;unfamiliar_contract:12;unknown_verification_status:8;hidden_high_value_contract:18;balance_spike:20
93,recon_bravo_then_corecritical,0x5faf1dfc1e933daaa92cfbd165cbf6acf2d42c3b,bsc,unknown_protocol,0x5faf1dfc1e933daaa92cfbd165cbf6acf2d42c3b,fresh contract,0.0,20622053.283504818,0.0,0.0,0.0,,,,explorer_snapshot,,value_at_risk>=10000000:20622053;chain_weight:bsc:10;unknown_protocol:10;unfamiliar_contract:12;unknown_verification_status:8;hidden_high_value_contract:18
93,recon_bravo_then_corecritical,0xcaaf3c41a40103a23eeaa4bba468af3cf5b0e0d8,bsc,unknown_protocol,0xcaaf3c41a40103a23eeaa4bba468af3cf5b0e0d8,fresh contract,0.0,27856473.847168975,0.0,0.0,0.0,,,,explorer_snapshot,,value_at_risk>=10000000:27856474;chain_weight:bsc:10;unknown_protocol:10;unfamiliar_contract:12;unknown_verification_status:8;hidden_high_value_contract:18
93,recon_bravo_then_corecritical,0xfd5840cd36d94d7229439859c0112a4185bc0255,bsc,unknown_protocol,0xfd5840cd36d94d7229439859c0112a4185bc0255,fresh contract,0.0,66783377.33320642,0.0,0.0,0.0,,,,explorer_snapshot,,value_at_risk>=10000000:66783377;chain_weight:bsc:10;unknown_protocol:10;unfamiliar_contract:12;unknown_verification_status:8;hidden_high_value_contract:18
